Cage,Treatment,Species,Common_Name,WetWeight_g,DryWeight_g,AshedWeight_g,WeighBoat_size,AFDW_g,Time_WetWeight,Week,Notes,Date_WetWeight
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,86.62,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,14.28,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,21.75,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,10.94,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,20.29,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,72.48,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,85.36,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,8.55,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,28.55,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,60.19,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,13.79,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,6.2,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,57.59,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,92.87,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,18.64,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,74.53,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,24.01,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,27.57,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,17.29,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,15.67,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,50.64,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,16.42,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,11.36,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,17.39,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,99.52,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,17.06,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,74.32,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,72.56,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,92.48,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,16.7,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,18.54,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,59.54,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,48.8,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,81.16,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,33.64,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,10.23,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,60.13,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,23.75,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,17.4,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,27.63,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,12.64,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,63.73,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,6.37,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,15.2,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,84.25,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,7.84,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,16.25,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,60.19,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,21.68,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,14.71,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,8.17,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,13.8,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,10.4,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,13.9,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,11.89,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,13.91,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,21.44,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,9.57,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,9.96,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,21.27,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,11.75,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,12.87,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,16.87,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,19.97,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,22.17,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,27.82,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,13.92,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,21.23,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,15.51,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,20.44,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,10.92,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,12.45,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Pomaulax gibberosus,Red turban snail,NA,,,,,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,73.97,48.2427,43.0883,S,5.1544,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,49.33,47.3665,43.824,S,3.5425,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,52.24,34.3864,31.2035,S,3.1829,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,35.87,33.3884,30.3062,S,3.0822,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,47.16,27.8718,25.4025,S,2.4693,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,28.6,25.0435,22.6528,S,2.3907,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,41.65,31.7091,29.3318,S,2.3773,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,11.72,22.8862,21.0716,S,1.8146,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,37.99,18.6991,17.1401,S,1.559,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,18.47,13.3507,12.3883,S,0.9624,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,69.37,10.0614,9.3883,S,0.6731,End,Week 7,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,68.97,,,,,Start,Week 2,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,49.1,,,,,Start,Week 2,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,12.26,,,,,Start,Week 2,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,27.82,,,,,Start,Week 2,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,53.56,,,,,Start,Week 2,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,43.91,,,,,Start,Week 2,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,70.9,,,,,Start,Week 2,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,32.97,,,,,Start,Week 2,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,45.65,,,,,Start,Week 2,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,10.12,,,,,Start,Week 2,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,18.16,,,,,Start,Week 2,,
1,Saccharina,Pomaulax gibberosus,Red turban snail,37.92,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,18.45,37.6425,33.8437,S,3.7988,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,15.24,39.7564,36.4248,S,3.3316,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,20.97,25.7304,23.2758,S,2.4546,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,15.22,18.5621,16.8839,S,1.6782,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,13.75,15.9831,14.811,S,1.1721,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,37.84,15.111,13.9897,S,1.1213,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,56.19,14.4632,13.4183,S,1.0449,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,25.85,12.3489,11.4899,S,0.859,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,62.55,11.0672,10.3049,S,0.7623,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,13.27,12.3207,11.561,S,0.7597,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,13.66,11.2021,10.4593,S,0.7428,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,19.34,11.1063,10.4565,S,0.6498,End,Week 7,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,56.71,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,38.92,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,61.86,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,13.76,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,18.68,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,15.52,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,25.13,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,19.57,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,13.19,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,13.72,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,21.31,,,,,Start,Week 2,,
2,Saccharina,Pomaulax gibberosus,Red turban snail,15.17,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,29.39,44.9745,39.9009,S,5.0736,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,26.49,65.7493,60.9273,S,4.822,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,94.34,25.801,21.1036,S,4.6974,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,24.98,33.5894,30.8476,S,2.7418,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,38.19,27.4037,25.017,S,2.3867,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,26.39,43.4808,41.158,S,2.3228,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,30.46,23.068,20.9197,S,2.1483,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,33.36,19.3874,17.6042,S,1.7832,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,44.13,19.1127,17.6316,S,1.4811,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,62.96,18.6198,17.2124,S,1.4074,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,68.7,25.0146,23.8793,S,1.1353,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,34.74,23.1709,22.5888,S,0.5821,End,Week 7,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,35.48,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,33.66,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,61.46,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,67.2,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,25.92,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,26.74,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,49,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,40.14,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,33.47,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,106.06,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,41.51,,,,,Start,Week 2,,
3,Saccharina,Pomaulax gibberosus,Red turban snail,26.38,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,30.93,91.2586,83.0344,S,8.2242,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,9.92,50.346,45.8096,S,4.5364,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,47.54,53.2594,49.4768,S,3.7826,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,19.04,37.6624,34.2431,S,3.4193,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,123.3,31.2881,28.484,S,2.8041,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,80.99,30.9395,28.3266,S,2.6129,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,45.65,33.2058,30.7585,S,2.4473,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,26.47,22.8946,21.5438,S,1.3508,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,52.87,18.4791,17.1449,S,1.3342,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,75.46,14.1815,13.2398,S,0.9417,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,7.59,8.7339,8.1697,S,0.5642,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,47.18,7.0569,6.698,S,0.3589,End,Week 7,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,127.34,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,31.82,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,45.67,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,52.27,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,27.11,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,49.8,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,75.31,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,18.86,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,83.57,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,10.01,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,48.63,,,,,Start,Week 2,,
4,Macrocystis,Pomaulax gibberosus,Red turban snail,7.47,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,19.3,58.4042,53.1748,S,5.2294,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,15.73,53.9265,48.9953,S,4.9312,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,30.32,38.7998,34.7712,S,4.0286,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,23.07,39.7744,36.6079,S,3.1665,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,8.94,26.8441,24.3551,S,2.489,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,17.82,21.6502,19.9349,S,1.7153,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,56.44,14.5379,13.4225,S,1.1154,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,14.04,16.7132,15.5991,S,1.1141,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,85.51,13.3552,12.4924,S,0.8628,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,62.48,12.6932,11.9056,S,0.7876,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,81.92,11.5836,10.8334,S,0.7502,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,38.29,7.9618,7.4166,S,0.5452,End,Week 7,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,87.73,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,83.75,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,58.46,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,23.17,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,19.23,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,63.48,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,39.23,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,30.39,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,14.05,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,8.7,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,17.95,,,,,Start,Week 2,,
5,Macrocystis,Pomaulax gibberosus,Red turban snail,15.66,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,6.15,47.2623,42.2263,S,5.036,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,13,30.1148,25.8884,S,4.2264,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,23.87,28.4784,26.3446,S,2.1338,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,38.92,24.5997,22.7037,S,1.896,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,34.7,17.9052,16.3841,S,1.5211,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,24.65,16.4906,14.9823,S,1.5083,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,22.07,16.262,14.8429,S,1.4191,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,46.15,18.1229,16.7139,S,1.409,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,22.76,19.5782,18.2454,S,1.3328,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,26.36,15.2693,14.0842,S,1.1851,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,20.15,11.0289,10.2175,S,0.8114,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,73.06,6.2831,5.9739,S,0.3092,End,Week 7,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,23.29,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,27.22,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,23.7,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,21.51,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,24.71,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,35.5,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,40.77,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,73.92,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,44.31,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,14.4,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,20.28,,,,,Start,Week 2,,
6,Macrocystis,Pomaulax gibberosus,Red turban snail,10.91,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,14.63,46.5321,42.9659,S,3.5662,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,28.82,47.3694,43.8566,S,3.5128,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,12.53,42.178,38.8109,S,3.3671,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,27.08,27.5531,25.5258,S,2.0273,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,69.04,19.9044,18.386,S,1.5184,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,16.36,20.194,18.704,S,1.49,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,72.75,13.8772,13.0203,S,0.8569,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,14.47,13.4323,12.643,S,0.7893,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,63.92,11.2735,10.5195,S,0.754,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,17.9,13.1299,12.3816,S,0.7483,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,17.15,11.4325,10.7313,S,0.7012,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,37.42,10.3655,9.7726,S,0.5929,End,Week 7,,
7,Unfed,Pomaulax gibberosus,Red turban snail,28,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,70,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,14.48,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,16.54,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,74.58,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,18.75,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,38.34,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,65.8,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,15.88,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,13.26,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,28.5,,,,,Start,Week 2,,
7,Unfed,Pomaulax gibberosus,Red turban snail,17.67,,,,,Start,Week 2,,
8,Unfed,Pomaulax gibberosus,Red turban snail,19.63,34.4747,31.5987,S,2.876,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,50.07,22.4863,20.4804,S,2.0059,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,15.21,22.507,20.6415,S,1.8655,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,16.37,17.3701,15.8652,S,1.5049,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,13.14,19.067,17.8192,S,1.2478,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,32.13,15.9556,14.9031,S,1.0525,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,16.75,13.3503,12.3449,S,1.0054,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,10.04,14.0298,13.0301,S,0.9997,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,24.33,12.4317,11.5987,S,0.833,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,30.77,10.0198,9.3358,S,0.684,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,11.43,10.6819,10.0273,S,0.6546,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,22.95,8.6201,8.1054,S,0.5147,End,Week 7,,
8,Unfed,Pomaulax gibberosus,Red turban snail,14.91,,,,,Start,Week 2,,
8,Unfed,Pomaulax gibberosus,Red turban snail,23.23,,,,,Start,Week 2,,
8,Unfed,Pomaulax gibberosus,Red turban snail,12.49,,,,,Start,Week 2,,
8,Unfed,Pomaulax gibberosus,Red turban snail,11.49,,,,,Start,Week 2,,
8,Unfed,Pomaulax gibberosus,Red turban snail,23.44,,,,,Start,Week 2,,
8,Unfed,Pomaulax gibberosus,Red turban snail,18.02,,,,,Start,Week 2,,
8,Unfed,Pomaulax gibberosus,Red turban snail,9.32,,,,,Start,Week 2,,
8,Unfed,Pomaulax gibberosus,Red turban snail,28.44,,,,,Start,Week 2,,
8,Unfed,Pomaulax gibberosus,Red turban snail,20.2,,,,,Start,Week 2,,
8,Unfed,Pomaulax gibberosus,Red turban snail,47.34,,,,,Start,Week 2,,
8,Unfed,Pomaulax gibberosus,Red turban snail,17.2,,,,,Start,Week 2,,
